County,County Code,Year,Underlying Cause of death Code,Multiple Cause of death Code,Deaths,Population,Crude Rate,Total Deaths by County and Year,Crude Rate by County and Year
"San Luis Obispo County, CA",6079,2023,accidental,Unspecified,26,281639,9.23,231,82.02
"San Luis Obispo County, CA",6079,2023,accidental,Other opiods,11,281639,3.91,231,82.02
"San Luis Obispo County, CA",6079,2023,accidental,Synthetic opioids,47,281639,16.69,231,82.02
"San Luis Obispo County, CA",6079,2023,accidental,Psychostimulants,45,281639,15.98,231,82.02
"San Luis Obispo County, CA",6079,2023,accidental,Unspecified,55,281639,19.53,231,82.02
"San Mateo County, CA",6081,2018,accidental,Psychostimulants,10,769545,1.3,89,11.57
"San Mateo County, CA",6081,2018,accidental,Unspecified,13,769545,1.69,89,11.57
"San Mateo County, CA",6081,2018,accidental,Other opiods,12,769545,1.56,89,11.57
"San Mateo County, CA",6081,2018,accidental,Unspecified,18,769545,2.34,89,11.57
"San Mateo County, CA",6081,2018,accidental,Other opiods,12,769545,1.56,89,11.57
"San Mateo County, CA",6081,2018,accidental,Unspecified,24,769545,3.12,89,11.57
"San Mateo County, CA",6081,2019,accidental,Psychostimulants,14,766573,1.83,202,26.35
"San Mateo County, CA",6081,2019,accidental,Unspecified,15,766573,1.96,202,26.35
"San Mateo County, CA",6081,2019,accidental,Synthetic opioids,21,766573,2.74,202,26.35
"San Mateo County, CA",6081,2019,accidental,Cocaine,16,766573,2.09,202,26.35
"San Mateo County, CA",6081,2019,accidental,Unspecified,38,766573,4.96,202,26.35
"San Mateo County, CA",6081,2019,accidental,Other opiods,16,766573,2.09,202,26.35
"San Mateo County, CA",6081,2019,accidental,Synthetic opioids,18,766573,2.35,202,26.35
"San Mateo County, CA",6081,2019,accidental,Sedatives,10,766573,1.3,202,26.35
"San Mateo County, CA",6081,2019,accidental,Psychostimulants,15,766573,1.96,202,26.35
"San Mateo County, CA",6081,2019,accidental,Unspecified,39,766573,5.09,202,26.35
"San Mateo County, CA",6081,2020,accidental,Psychostimulants,23,758308,3.03,265,34.95
"San Mateo County, CA",6081,2020,accidental,Unspecified,23,758308,3.03,265,34.95
"San Mateo County, CA",6081,2020,accidental,Synthetic opioids,31,758308,4.09,265,34.95
"San Mateo County, CA",6081,2020,accidental,Cocaine,13,758308,1.71,265,34.95
"San Mateo County, CA",6081,2020,accidental,Unspecified,40,758308,5.27,265,34.95
"San Mateo County, CA",6081,2020,accidental,Other opiods,15,758308,1.98,265,34.95
"San Mateo County, CA",6081,2020,accidental,Synthetic opioids,29,758308,3.82,265,34.95
"San Mateo County, CA",6081,2020,accidental,Sedatives,17,758308,2.24,265,34.95
"San Mateo County, CA",6081,2020,accidental,Psychostimulants,26,758308,3.43,265,34.95
"San Mateo County, CA",6081,2020,accidental,Unspecified,48,758308,6.33,265,34.95
"San Mateo County, CA",6081,2021,accidental,Psychostimulants,35,737888,4.74,331,44.86
"San Mateo County, CA",6081,2021,accidental,Unspecified,37,737888,5.01,331,44.86
"San Mateo County, CA",6081,2021,accidental,Synthetic opioids,31,737888,4.2,331,44.86
"San Mateo County, CA",6081,2021,accidental,Cocaine,20,737888,2.71,331,44.86
"San Mateo County, CA",6081,2021,accidental,Unspecified,41,737888,5.56,331,44.86
"San Mateo County, CA",6081,2021,accidental,Synthetic opioids,43,737888,5.83,331,44.86
"San Mateo County, CA",6081,2021,accidental,Cocaine,12,737888,1.63,331,44.86
"San Mateo County, CA",6081,2021,accidental,Sedatives,12,737888,1.63,331,44.86
"San Mateo County, CA",6081,2021,accidental,Psychostimulants,43,737888,5.83,331,44.86
"San Mateo County, CA",6081,2021,accidental,Unspecified,57,737888,7.72,331,44.86
"San Mateo County, CA",6081,2022,accidental,Psychostimulants,14,729181,1.92,252,34.56
"San Mateo County, CA",6081,2022,accidental,Unspecified,17,729181,2.33,252,34.56
"San Mateo County, CA",6081,2022,accidental,Synthetic opioids,32,729181,4.39,252,34.56
"San Mateo County, CA",6081,2022,accidental,Cocaine,10,729181,1.37,252,34.56
"San Mateo County, CA",6081,2022,accidental,Unspecified,37,729181,5.07,252,34.56
"San Mateo County, CA",6081,2022,accidental,Other opiods,13,729181,1.78,252,34.56
"San Mateo County, CA",6081,2022,accidental,Synthetic opioids,36,729181,4.94,252,34.56
"San Mateo County, CA",6081,2022,accidental,Cocaine,12,729181,1.65,252,34.56
"San Mateo County, CA",6081,2022,accidental,Sedatives,10,729181,1.37,252,34.56
"San Mateo County, CA",6081,2022,accidental,Psychostimulants,24,729181,3.29,252,34.56
"San Mateo County, CA",6081,2022,accidental,Unspecified,47,729181,6.45,252,34.56
"San Mateo County, CA",6081,2023,accidental,Psychostimulants,17,726353,2.34,268,36.9
"San Mateo County, CA",6081,2023,accidental,Unspecified,18,726353,2.48,268,36.9
"San Mateo County, CA",6081,2023,accidental,Synthetic opioids,31,726353,4.27,268,36.9
"San Mateo County, CA",6081,2023,accidental,Cocaine,13,726353,1.79,268,36.9
"San Mateo County, CA",6081,2023,accidental,Unspecified,37,726353,5.09,268,36.9
"San Mateo County, CA",6081,2023,accidental,Synthetic opioids,43,726353,5.92,268,36.9
"San Mateo County, CA",6081,2023,accidental,Sedatives,15,726353,2.07,268,36.9
"San Mateo County, CA",6081,2023,accidental,Psychostimulants,40,726353,5.51,268,36.9
"San Mateo County, CA",6081,2023,accidental,Unspecified,54,726353,7.43,268,36.9
"Santa Barbara County, CA",6083,2018,accidental,Psychostimulants,10,446527,2.24,82,18.36
"Santa Barbara County, CA",6083,2018,accidental,Unspecified,12,446527,2.69,82,18.36
"Santa Barbara County, CA",6083,2018,accidental,Unspecified,20,446527,4.48,82,18.36
"Santa Barbara County, CA",6083,2018,accidental,Psychostimulants,10,446527,2.24,82,18.36
"Santa Barbara County, CA",6083,2018,accidental,Unspecified,30,446527,6.72,82,18.36
"Santa Barbara County, CA",6083,2019,accidental,Psychostimulants,15,446499,3.36,102,22.84
"Santa Barbara County, CA",6083,2019,accidental,Unspecified,15,446499,3.36,102,22.84
"Santa Barbara County, CA",6083,2019,accidental,Synthetic opioids,14,446499,3.14,102,22.84
"Santa Barbara County, CA",6083,2019,accidental,Unspecified,20,446499,4.48,102,22.84
"Santa Barbara County, CA",6083,2019,accidental,Unspecified,38,446499,8.51,102,22.84
"Santa Barbara County, CA",6083,2020,accidental,Psychostimulants,13,444766,2.92,96,21.58
"Santa Barbara County, CA",6083,2020,accidental,Unspecified,15,444766,3.37,96,21.58
"Santa Barbara County, CA",6083,2020,accidental,Unspecified,17,444766,3.82,96,21.58
"Santa Barbara County, CA",6083,2020,accidental,Unspecified,51,444766,11.47,96,21.58
"Santa Barbara County, CA",6083,2021,accidental,Psychostimulants,12,446475,2.69,182,40.76
"Santa Barbara County, CA",6083,2021,accidental,Unspecified,13,446475,2.91,182,40.76
"Santa Barbara County, CA",6083,2021,accidental,Synthetic opioids,22,446475,4.93,182,40.76
"Santa Barbara County, CA",6083,2021,accidental,Unspecified,31,446475,6.94,182,40.76
"Santa Barbara County, CA",6083,2021,accidental,Synthetic opioids,11,446475,2.46,182,40.76
"Santa Barbara County, CA",6083,2021,accidental,Psychostimulants,17,446475,3.81,182,40.76
"Santa Barbara County, CA",6083,2021,accidental,Unspecified,76,446475,17.02,182,40.76
"Santa Barbara County, CA",6083,2022,accidental,Synthetic opioids,22,443837,4.96,172,38.75
"Santa Barbara County, CA",6083,2022,accidental,Unspecified,26,443837,5.86,172,38.75
"Santa Barbara County, CA",6083,2022,accidental,Synthetic opioids,19,443837,4.28,172,38.75
"Santa Barbara County, CA",6083,2022,accidental,Psychostimulants,15,443837,3.38,172,38.75
"Santa Barbara County, CA",6083,2022,accidental,Unspecified,90,443837,20.28,172,38.75
"Santa Barbara County, CA",6083,2023,accidental,Psychostimulants,18,441257,4.08,235,53.26
"Santa Barbara County, CA",6083,2023,accidental,Unspecified,20,441257,4.53,235,53.26
"Santa Barbara County, CA",6083,2023,accidental,Synthetic opioids,22,441257,4.99,235,53.26
"Santa Barbara County, CA",6083,2023,accidental,Unspecified,30,441257,6.8,235,53.26
"Santa Barbara County, CA",6083,2023,accidental,Synthetic opioids,29,441257,6.57,235,53.26
"Santa Barbara County, CA",6083,2023,accidental,Psychostimulants,28,441257,6.35,235,53.26
"Santa Barbara County, CA",6083,2023,accidental,Unspecified,88,441257,19.94,235,53.26
"Santa Clara County, CA",6085,2018,accidental,Psychostimulants,76,1937570,3.92,318,16.41
"Santa Clara County, CA",6085,2018,accidental,Unspecified,83,1937570,4.28,318,16.41
"Santa Clara County, CA",6085,2018,accidental,Unspecified,13,1937570,0.67,318,16.41
"Santa Clara County, CA",6085,2018,accidental,Heroin,15,1937570,0.77,318,16.41
"Santa Clara County, CA",6085,2018,accidental,Other opiods,23,1937570,1.19,318,16.41
"Santa Clara County, CA",6085,2018,accidental,Sedatives,18,1937570,0.93,318,16.41
"Santa Clara County, CA",6085,2018,accidental,Psychostimulants,27,1937570,1.39,318,16.41
"Santa Clara County, CA",6085,2018,accidental,Unspecified,51,1937570,2.63,318,16.41
"Santa Clara County, CA",6085,2018,intentional,Unspecified,12,1937570,0.62,318,16.41
"Santa Clara County, CA",6085,2019,accidental,Psychostimulants,75,1927852,3.89,417,21.63
"Santa Clara County, CA",6085,2019,accidental,Unspecified,81,1927852,4.2,417,21.63
"Santa Clara County, CA",6085,2019,accidental,Heroin,11,1927852,0.57,417,21.63
"Santa Clara County, CA",6085,2019,accidental,Cocaine,14,1927852,0.73,417,21.63
"Santa Clara County, CA",6085,2019,accidental,Unspecified,32,1927852,1.66,417,21.63
"Santa Clara County, CA",6085,2019,accidental,Heroin,29,1927852,1.5,417,21.63
"Santa Clara County, CA",6085,2019,accidental,Other opiods,11,1927852,0.57,417,21.63
"Santa Clara County, CA",6085,2019,accidental,Synthetic opioids,16,1927852,0.83,417,21.63
"Santa Clara County, CA",6085,2019,accidental,Sedatives,20,1927852,1.04,417,21.63
"Santa Clara County, CA",6085,2019,accidental,Psychostimulants,43,1927852,2.23,417,21.63
"Santa Clara County, CA",6085,2019,accidental,Unspecified,69,1927852,3.58,417,21.63
"Santa Clara County, CA",6085,2019,intentional,Unspecified,16,1927852,0.83,417,21.63
"Santa Clara County, CA",6085,2020,accidental,Psychostimulants,99,1907105,5.19,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Unspecified,108,1907105,5.66,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Heroin,11,1907105,0.58,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Other opiods,14,1907105,0.73,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Synthetic opioids,49,1907105,2.57,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Cocaine,19,1907105,1.0,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Unspecified,70,1907105,3.67,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Heroin,16,1907105,0.84,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Other opiods,19,1907105,1.0,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Synthetic opioids,41,1907105,2.15,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Cocaine,13,1907105,0.68,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Sedatives,22,1907105,1.15,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Psychostimulants,65,1907105,3.41,651,34.14
"Santa Clara County, CA",6085,2020,accidental,Unspecified,93,1907105,4.88,651,34.14
"Santa Clara County, CA",6085,2020,intentional,Unspecified,12,1907105,0.63,651,34.14
"Santa Clara County, CA",6085,2021,accidental,Psychostimulants,103,1885508,5.46,695,36.86
"Santa Clara County, CA",6085,2021,accidental,Unspecified,106,1885508,5.62,695,36.86
"Santa Clara County, CA",6085,2021,accidental,Synthetic opioids,50,1885508,2.65,695,36.86
"Santa Clara County, CA",6085,2021,accidental,Cocaine,20,1885508,1.06,695,36.86
"Santa Clara County, CA",6085,2021,accidental,Unspecified,68,1885508,3.61,695,36.86
"Santa Clara County, CA",6085,2021,accidental,Heroin,12,1885508,0.64,695,36.86
"Santa Clara County, CA",6085,2021,accidental,Other opiods,15,1885508,0.8,695,36.86
"Santa Clara County, CA",6085,2021,accidental,Synthetic opioids,75,1885508,3.98,695,36.86
"Santa Clara County, CA",6085,2021,accidental,Cocaine,14,1885508,0.74,695,36.86
"Santa Clara County, CA",6085,2021,accidental,Sedatives,26,1885508,1.38,695,36.86
"Santa Clara County, CA",6085,2021,accidental,Psychostimulants,87,1885508,4.61,695,36.86
"Santa Clara County, CA",6085,2021,accidental,Unspecified,119,1885508,6.31,695,36.86
"Santa Clara County, CA",6085,2022,accidental,Psychostimulants,123,1870945,6.57,771,41.21
"Santa Clara County, CA",6085,2022,accidental,Unspecified,127,1870945,6.79,771,41.21
"Santa Clara County, CA",6085,2022,accidental,Synthetic opioids,39,1870945,2.08,771,41.21
"Santa Clara County, CA",6085,2022,accidental,Cocaine,20,1870945,1.07,771,41.21
"Santa Clara County, CA",6085,2022,accidental,Unspecified,57,1870945,3.05,771,41.21
"Santa Clara County, CA",6085,2022,accidental,Other opiods,23,1870945,1.23,771,41.21
"Santa Clara County, CA",6085,2022,accidental,Synthetic opioids,90,1870945,4.81,771,41.21
"Santa Clara County, CA",6085,2022,accidental,Cocaine,13,1870945,0.69,771,41.21
"Santa Clara County, CA",6085,2022,accidental,Sedatives,35,1870945,1.87,771,41.21
"Santa Clara County, CA",6085,2022,accidental,Psychostimulants,84,1870945,4.49,771,41.21
"Santa Clara County, CA",6085,2022,accidental,Unspecified,127,1870945,6.79,771,41.21
"Santa Clara County, CA",6085,2022,intentional,Unspecified,20,1870945,1.07,771,41.21
"Santa Clara County, CA",6085,2022,undetermined,Unspecified,13,1870945,0.69,771,41.21
"Santa Clara County, CA",6085,2023,accidental,Psychostimulants,99,1877592,5.27,824,43.89
"Santa Clara County, CA",6085,2023,accidental,Unspecified,103,1877592,5.49,824,43.89
"Santa Clara County, CA",6085,2023,accidental,Other opiods,10,1877592,0.53,824,43.89
"Santa Clara County, CA",6085,2023,accidental,Synthetic opioids,57,1877592,3.04,824,43.89
"Santa Clara County, CA",6085,2023,accidental,Cocaine,25,1877592,1.33,824,43.89
"Santa Clara County, CA",6085,2023,accidental,Unspecified,77,1877592,4.1,824,43.89
"Santa Clara County, CA",6085,2023,accidental,Heroin,10,1877592,0.53,824,43.89
"Santa Clara County, CA",6085,2023,accidental,Other opiods,16,1877592,0.85,824,43.89
"Santa Clara County, CA",6085,2023,accidental,Synthetic opioids,119,1877592,6.34,824,43.89
"Santa Clara County, CA",6085,2023,accidental,Cocaine,16,1877592,0.85,824,43.89
"Santa Clara County, CA",6085,2023,accidental,Sedatives,14,1877592,0.75,824,43.89
"Santa Clara County, CA",6085,2023,accidental,Psychostimulants,119,1877592,6.34,824,43.89
"Santa Clara County, CA",6085,2023,accidental,Unspecified,149,1877592,7.94,824,43.89
"Santa Clara County, CA",6085,2023,intentional,Unspecified,10,1877592,0.53,824,43.89
"Santa Cruz County, CA",6087,2018,accidental,Unspecified,21,274255,7.66,21,7.66
"Santa Cruz County, CA",6087,2019,accidental,Psychostimulants,12,273213,4.39,71,25.99
"Santa Cruz County, CA",6087,2019,accidental,Unspecified,13,273213,4.76,71,25.99
"Santa Cruz County, CA",6087,2019,accidental,Heroin,11,273213,4.03,71,25.99
"Santa Cruz County, CA",6087,2019,accidental,Psychostimulants,13,273213,4.76,71,25.99
"Santa Cruz County, CA",6087,2019,accidental,Unspecified,22,273213,8.05,71,25.99
"Santa Cruz County, CA",6087,2020,accidental,Unspecified,11,269925,4.08,55,20.38
"Santa Cruz County, CA",6087,2020,accidental,Psychostimulants,12,269925,4.45,55,20.38
"Santa Cruz County, CA",6087,2020,accidental,Unspecified,32,269925,11.86,55,20.38
"Santa Cruz County, CA",6087,2021,accidental,Psychostimulants,22,267792,8.22,135,50.41
"Santa Cruz County, CA",6087,2021,accidental,Unspecified,24,267792,8.96,135,50.41
"Santa Cruz County, CA",6087,2021,accidental,Unspecified,16,267792,5.97,135,50.41
"Santa Cruz County, CA",6087,2021,accidental,Synthetic opioids,18,267792,6.72,135,50.41
"Santa Cruz County, CA",6087,2021,accidental,Psychostimulants,18,267792,6.72,135,50.41
"Santa Cruz County, CA",6087,2021,accidental,Unspecified,37,267792,13.82,135,50.41
"Santa Cruz County, CA",6087,2022,accidental,Unspecified,10,264370,3.78,186,70.36
"Santa Cruz County, CA",6087,2022,accidental,Synthetic opioids,20,264370,7.57,186,70.36
"Santa Cruz County, CA",6087,2022,accidental,Unspecified,25,264370,9.46,186,70.36
"Santa Cruz County, CA",6087,2022,accidental,Synthetic opioids,43,264370,16.27,186,70.36
"Santa Cruz County, CA",6087,2022,accidental,Psychostimulants,38,264370,14.37,186,70.36
"Santa Cruz County, CA",6087,2022,accidental,Unspecified,50,264370,18.91,186,70.36
"Santa Cruz County, CA",6087,2023,accidental,Psychostimulants,13,261547,4.97,322,123.11
"Santa Cruz County, CA",6087,2023,accidental,Unspecified,14,261547,5.35,322,123.11
"Santa Cruz County, CA",6087,2023,accidental,Synthetic opioids,29,261547,11.09,322,123.11
"Santa Cruz County, CA",6087,2023,accidental,Unspecified,33,261547,12.62,322,123.11
"Santa Cruz County, CA",6087,2023,accidental,Synthetic opioids,73,261547,27.91,322,123.11
"Santa Cruz County, CA",6087,2023,accidental,Sedatives,12,261547,4.59,322,123.11
"Santa Cruz County, CA",6087,2023,accidental,Psychostimulants,67,261547,25.62,322,123.11
"Santa Cruz County, CA",6087,2023,accidental,Unspecified,81,261547,30.97,322,123.11
"Shasta County, CA",6089,2018,accidental,Psychostimulants,20,180040,11.11,40,22.22
"Shasta County, CA",6089,2018,accidental,Unspecified,20,180040,11.11,40,22.22
"Shasta County, CA",6089,2019,accidental,Psychostimulants,14,180080,7.77,29,16.1
"Shasta County, CA",6089,2019,accidental,Unspecified,15,180080,8.33,29,16.1
"Shasta County, CA",6089,2020,accidental,Psychostimulants,13,179027,7.26,76,42.45
"Shasta County, CA",6089,2020,accidental,Unspecified,13,179027,7.26,76,42.45
"Shasta County, CA",6089,2020,accidental,Unspecified,10,179027,5.59,76,42.45
"Shasta County, CA",6089,2020,accidental,Heroin,10,179027,5.59,76,42.45
"Shasta County, CA",6089,2020,accidental,Psychostimulants,12,179027,6.7,76,42.45
"Shasta County, CA",6089,2020,accidental,Unspecified,18,179027,10.05,76,42.45
"Shasta County, CA",6089,2021,accidental,Psychostimulants,18,182139,9.88,147,80.71
"Shasta County, CA",6089,2021,accidental,Unspecified,18,182139,9.88,147,80.71
"Shasta County, CA",6089,2021,accidental,Synthetic opioids,28,182139,15.37,147,80.71
"Shasta County, CA",6089,2021,accidental,Unspecified,33,182139,18.12,147,80.71
"Shasta County, CA",6089,2021,accidental,Synthetic opioids,14,182139,7.69,147,80.71
"Shasta County, CA",6089,2021,accidental,Psychostimulants,16,182139,8.78,147,80.71
"Shasta County, CA",6089,2021,accidental,Unspecified,20,182139,10.98,147,80.71
"Shasta County, CA",6089,2022,accidental,Psychostimulants,13,180930,7.19,98,54.16
"Shasta County, CA",6089,2022,accidental,Unspecified,14,180930,7.74,98,54.16
"Shasta County, CA",6089,2022,accidental,Synthetic opioids,26,180930,14.37,98,54.16
"Shasta County, CA",6089,2022,accidental,Unspecified,33,180930,18.24,98,54.16
"Shasta County, CA",6089,2022,accidental,Unspecified,12,180930,6.63,98,54.16
"Shasta County, CA",6089,2023,accidental,Synthetic opioids,56,180366,31.05,137,75.96
"Shasta County, CA",6089,2023,accidental,Unspecified,60,180366,33.27,137,75.96
"Shasta County, CA",6089,2023,accidental,Synthetic opioids,10,180366,5.54,137,75.96
"Shasta County, CA",6089,2023,accidental,Unspecified,11,180366,6.1,137,75.96
"Siskiyou County, CA",6093,2022,accidental,Synthetic opioids,10,43660,22.9,22,50.39
"Siskiyou County, CA",6093,2022,accidental,Unspecified,12,43660,27.49,22,50.39
"Solano County, CA",6095,2018,accidental,Psychostimulants,26,446610,5.82,97,21.72
"Solano County, CA",6095,2018,accidental,Unspecified,26,446610,5.82,97,21.72
"Solano County, CA",6095,2018,accidental,Unspecified,16,446610,3.58,97,21.72
"Solano County, CA",6095,2018,accidental,Unspecified,29,446610,6.49,97,21.72
"Solano County, CA",6095,2019,accidental,Psychostimulants,21,447643,4.69,115,25.69
"Solano County, CA",6095,2019,accidental,Unspecified,26,447643,5.81,115,25.69
"Solano County, CA",6095,2019,accidental,Unspecified,18,447643,4.02,115,25.69
"Solano County, CA",6095,2019,accidental,Synthetic opioids,11,447643,2.46,115,25.69
"Solano County, CA",6095,2019,accidental,Psychostimulants,15,447643,3.35,115,25.69
"Solano County, CA",6095,2019,accidental,Unspecified,24,447643,5.36,115,25.69
"Solano County, CA",6095,2020,accidental,Psychostimulants,18,446935,4.03,135,30.21
"Solano County, CA",6095,2020,accidental,Unspecified,19,446935,4.25,135,30.21
"Solano County, CA",6095,2020,accidental,Synthetic opioids,17,446935,3.8,135,30.21
"Solano County, CA",6095,2020,accidental,Unspecified,26,446935,5.82,135,30.21
"Solano County, CA",6095,2020,accidental,Synthetic opioids,10,446935,2.24,135,30.21
"Solano County, CA",6095,2020,accidental,Psychostimulants,16,446935,3.58,135,30.21
"Solano County, CA",6095,2020,accidental,Unspecified,29,446935,6.49,135,30.21
"Solano County, CA",6095,2021,accidental,Psychostimulants,30,451716,6.64,204,45.16
"Solano County, CA",6095,2021,accidental,Unspecified,34,451716,7.53,204,45.16
"Solano County, CA",6095,2021,accidental,Synthetic opioids,21,451716,4.65,204,45.16
"Solano County, CA",6095,2021,accidental,Unspecified,34,451716,7.53,204,45.16
"Solano County, CA",6095,2021,accidental,Synthetic opioids,18,451716,3.98,204,45.16
"Solano County, CA",6095,2021,accidental,Psychostimulants,20,451716,4.43,204,45.16
"Solano County, CA",6095,2021,accidental,Unspecified,47,451716,10.4,204,45.16
"Solano County, CA",6095,2022,accidental,Psychostimulants,28,448747,6.24,252,56.16
"Solano County, CA",6095,2022,accidental,Unspecified,28,448747,6.24,252,56.16
"Solano County, CA",6095,2022,accidental,Synthetic opioids,32,448747,7.13,252,56.16
"Solano County, CA",6095,2022,accidental,Unspecified,41,448747,9.14,252,56.16
"Solano County, CA",6095,2022,accidental,Synthetic opioids,29,448747,6.46,252,56.16
"Solano County, CA",6095,2022,accidental,Psychostimulants,33,448747,7.35,252,56.16
"Solano County, CA",6095,2022,accidental,Unspecified,61,448747,13.59,252,56.16
"Solano County, CA",6095,2023,accidental,Psychostimulants,32,449218,7.12,274,60.99
"Solano County, CA",6095,2023,accidental,Unspecified,33,449218,7.35,274,60.99
"Solano County, CA",6095,2023,accidental,Synthetic opioids,24,449218,5.34,274,60.99
"Solano County, CA",6095,2023,accidental,Cocaine,10,449218,2.23,274,60.99
"Solano County, CA",6095,2023,accidental,Unspecified,34,449218,7.57,274,60.99
"Solano County, CA",6095,2023,accidental,Synthetic opioids,38,449218,8.46,274,60.99
"Solano County, CA",6095,2023,accidental,Psychostimulants,36,449218,8.01,274,60.99
"Solano County, CA",6095,2023,accidental,Unspecified,67,449218,14.91,274,60.99
"Sonoma County, CA",6097,2018,accidental,Psychostimulants,12,499942,2.4,149,29.8
"Sonoma County, CA",6097,2018,accidental,Unspecified,15,499942,3.0,149,29.8
"Sonoma County, CA",6097,2018,accidental,Unspecified,15,499942,3.0,149,29.8
"Sonoma County, CA",6097,2018,accidental,Heroin,16,499942,3.2,149,29.8
"Sonoma County, CA",6097,2018,accidental,Synthetic opioids,15,499942,3.0,149,29.8
"Sonoma County, CA",6097,2018,accidental,Sedatives,14,499942,2.8,149,29.8
"Sonoma County, CA",6097,2018,accidental,Psychostimulants,22,499942,4.4,149,29.8
"Sonoma County, CA",6097,2018,accidental,Unspecified,40,499942,8.0,149,29.8
"Sonoma County, CA",6097,2019,accidental,Psychostimulants,12,494336,2.43,183,37.02
"Sonoma County, CA",6097,2019,accidental,Unspecified,12,494336,2.43,183,37.02
"Sonoma County, CA",6097,2019,accidental,Synthetic opioids,16,494336,3.24,183,37.02
"Sonoma County, CA",6097,2019,accidental,Unspecified,24,494336,4.85,183,37.02
"Sonoma County, CA",6097,2019,accidental,Heroin,11,494336,2.23,183,37.02
"Sonoma County, CA",6097,2019,accidental,Other opiods,10,494336,2.02,183,37.02
"Sonoma County, CA",6097,2019,accidental,Synthetic opioids,26,494336,5.26,183,37.02
"Sonoma County, CA",6097,2019,accidental,Psychostimulants,24,494336,4.85,183,37.02
"Sonoma County, CA",6097,2019,accidental,Unspecified,48,494336,9.71,183,37.02
"Sonoma County, CA",6097,2020,accidental,Psychostimulants,20,489819,4.08,364,74.31
"Sonoma County, CA",6097,2020,accidental,Unspecified,21,489819,4.29,364,74.31
"Sonoma County, CA",6097,2020,accidental,Synthetic opioids,39,489819,7.96,364,74.31
"Sonoma County, CA",6097,2020,accidental,Unspecified,40,489819,8.17,364,74.31
"Sonoma County, CA",6097,2020,accidental,Other opiods,19,489819,3.88,364,74.31
"Sonoma County, CA",6097,2020,accidental,Synthetic opioids,63,489819,12.86,364,74.31
"Sonoma County, CA",6097,2020,accidental,Cocaine,10,489819,2.04,364,74.31
"Sonoma County, CA",6097,2020,accidental,Sedatives,26,489819,5.31,364,74.31
"Sonoma County, CA",6097,2020,accidental,Psychostimulants,49,489819,10.0,364,74.31
"Sonoma County, CA",6097,2020,accidental,Unspecified,77,489819,15.72,364,74.31
"Sonoma County, CA",6097,2021,accidental,Psychostimulants,19,485887,3.91,341,70.18
"Sonoma County, CA",6097,2021,accidental,Unspecified,19,485887,3.91,341,70.18
"Sonoma County, CA",6097,2021,accidental,Synthetic opioids,44,485887,9.06,341,70.18
"Sonoma County, CA",6097,2021,accidental,Unspecified,49,485887,10.08,341,70.18
"Sonoma County, CA",6097,2021,accidental,Synthetic opioids,64,485887,13.17,341,70.18
"Sonoma County, CA",6097,2021,accidental,Sedatives,12,485887,2.47,341,70.18
"Sonoma County, CA",6097,2021,accidental,Psychostimulants,57,485887,11.73,341,70.18
"Sonoma County, CA",6097,2021,accidental,Unspecified,77,485887,15.85,341,70.18
"Sonoma County, CA",6097,2022,accidental,Psychostimulants,10,482650,2.07,274,56.77
"Sonoma County, CA",6097,2022,accidental,Unspecified,11,482650,2.28,274,56.77
"Sonoma County, CA",6097,2022,accidental,Synthetic opioids,30,482650,6.22,274,56.77
"Sonoma County, CA",6097,2022,accidental,Unspecified,33,482650,6.84,274,56.77
"Sonoma County, CA",6097,2022,accidental,Synthetic opioids,57,482650,11.81,274,56.77
"Sonoma County, CA",6097,2022,accidental,Sedatives,14,482650,2.9,274,56.77
"Sonoma County, CA",6097,2022,accidental,Psychostimulants,53,482650,10.98,274,56.77
"Sonoma County, CA",6097,2022,accidental,Unspecified,66,482650,13.67,274,56.77
"Sonoma County, CA",6097,2023,accidental,Psychostimulants,15,481812,3.11,314,65.17
"Sonoma County, CA",6097,2023,accidental,Unspecified,20,481812,4.15,314,65.17
"Sonoma County, CA",6097,2023,accidental,Synthetic opioids,24,481812,4.98,314,65.17
"Sonoma County, CA",6097,2023,accidental,Unspecified,28,481812,5.81,314,65.17
"Sonoma County, CA",6097,2023,accidental,Other opiods,16,481812,3.32,314,65.17
"Sonoma County, CA",6097,2023,accidental,Synthetic opioids,65,481812,13.49,314,65.17
"Sonoma County, CA",6097,2023,accidental,Sedatives,17,481812,3.53,314,65.17
"Sonoma County, CA",6097,2023,accidental,Psychostimulants,51,481812,10.59,314,65.17
"Sonoma County, CA",6097,2023,accidental,Unspecified,78,481812,16.19,314,65.17
"Stanislaus County, CA",6099,2018,accidental,Psychostimulants,23,549815,4.18,113,20.55
"Stanislaus County, CA",6099,2018,accidental,Unspecified,26,549815,4.73,113,20.55
