County,County Code,Year,Underlying Cause of death Code,Multiple Cause of death Code,Deaths,Population,Crude Rate,Total Deaths by County and Year,Crude Rate by County and Year
"Orange County, CA",6059,2019,accidental,Sedatives,60,3175692,1.89,937,29.51
"Orange County, CA",6059,2019,accidental,Psychostimulants,80,3175692,2.52,937,29.51
"Orange County, CA",6059,2019,accidental,Unspecified,187,3175692,5.89,937,29.51
"Orange County, CA",6059,2019,intentional,Unspecified,11,3175692,0.35,937,29.51
"Orange County, CA",6059,2019,intentional,Other opiods,15,3175692,0.47,937,29.51
"Orange County, CA",6059,2019,intentional,Sedatives,15,3175692,0.47,937,29.51
"Orange County, CA",6059,2019,intentional,Unspecified,37,3175692,1.17,937,29.51
"Orange County, CA",6059,2020,accidental,Psychostimulants,53,3166857,1.67,1700,53.68
"Orange County, CA",6059,2020,accidental,Unspecified,64,3166857,2.02,1700,53.68
"Orange County, CA",6059,2020,accidental,Heroin,17,3166857,0.54,1700,53.68
"Orange County, CA",6059,2020,accidental,Other opiods,16,3166857,0.51,1700,53.68
"Orange County, CA",6059,2020,accidental,Synthetic opioids,124,3166857,3.92,1700,53.68
"Orange County, CA",6059,2020,accidental,Cocaine,27,3166857,0.85,1700,53.68
"Orange County, CA",6059,2020,accidental,Sedatives,10,3166857,0.32,1700,53.68
"Orange County, CA",6059,2020,accidental,Psychostimulants,16,3166857,0.51,1700,53.68
"Orange County, CA",6059,2020,accidental,Unspecified,153,3166857,4.83,1700,53.68
"Orange County, CA",6059,2020,accidental,Heroin,51,3166857,1.61,1700,53.68
"Orange County, CA",6059,2020,accidental,Other opiods,85,3166857,2.68,1700,53.68
"Orange County, CA",6059,2020,accidental,Methadone,22,3166857,0.69,1700,53.68
"Orange County, CA",6059,2020,accidental,Synthetic opioids,258,3166857,8.15,1700,53.68
"Orange County, CA",6059,2020,accidental,Cocaine,47,3166857,1.48,1700,53.68
"Orange County, CA",6059,2020,accidental,Sedatives,97,3166857,3.06,1700,53.68
"Orange County, CA",6059,2020,accidental,Psychostimulants,215,3166857,6.79,1700,53.68
"Orange County, CA",6059,2020,accidental,Unspecified,382,3166857,12.06,1700,53.68
"Orange County, CA",6059,2020,intentional,Other opiods,13,3166857,0.41,1700,53.68
"Orange County, CA",6059,2020,intentional,Sedatives,17,3166857,0.54,1700,53.68
"Orange County, CA",6059,2020,intentional,Unspecified,33,3166857,1.04,1700,53.68
"Orange County, CA",6059,2021,accidental,Sedatives,10,3167809,0.32,2418,76.33
"Orange County, CA",6059,2021,accidental,Psychostimulants,92,3167809,2.9,2418,76.33
"Orange County, CA",6059,2021,accidental,Unspecified,105,3167809,3.31,2418,76.33
"Orange County, CA",6059,2021,accidental,Heroin,15,3167809,0.47,2418,76.33
"Orange County, CA",6059,2021,accidental,Other opiods,22,3167809,0.69,2418,76.33
"Orange County, CA",6059,2021,accidental,Synthetic opioids,196,3167809,6.19,2418,76.33
"Orange County, CA",6059,2021,accidental,Cocaine,30,3167809,0.95,2418,76.33
"Orange County, CA",6059,2021,accidental,Psychostimulants,15,3167809,0.47,2418,76.33
"Orange County, CA",6059,2021,accidental,Unspecified,226,3167809,7.13,2418,76.33
"Orange County, CA",6059,2021,accidental,Heroin,36,3167809,1.14,2418,76.33
"Orange County, CA",6059,2021,accidental,Other opiods,82,3167809,2.59,2418,76.33
"Orange County, CA",6059,2021,accidental,Methadone,20,3167809,0.63,2418,76.33
"Orange County, CA",6059,2021,accidental,Synthetic opioids,446,3167809,14.08,2418,76.33
"Orange County, CA",6059,2021,accidental,Cocaine,35,3167809,1.1,2418,76.33
"Orange County, CA",6059,2021,accidental,Sedatives,108,3167809,3.41,2418,76.33
"Orange County, CA",6059,2021,accidental,Psychostimulants,351,3167809,11.08,2418,76.33
"Orange County, CA",6059,2021,accidental,Unspecified,532,3167809,16.79,2418,76.33
"Orange County, CA",6059,2021,intentional,Other opiods,16,3167809,0.51,2418,76.33
"Orange County, CA",6059,2021,intentional,Synthetic opioids,11,3167809,0.35,2418,76.33
"Orange County, CA",6059,2021,intentional,Sedatives,19,3167809,0.6,2418,76.33
"Orange County, CA",6059,2021,intentional,Unspecified,51,3167809,1.61,2418,76.33
"Orange County, CA",6059,2022,accidental,Psychostimulants,64,3151184,2.03,2042,64.8
"Orange County, CA",6059,2022,accidental,Unspecified,76,3151184,2.41,2042,64.8
"Orange County, CA",6059,2022,accidental,Other opiods,18,3151184,0.57,2042,64.8
"Orange County, CA",6059,2022,accidental,Synthetic opioids,163,3151184,5.17,2042,64.8
"Orange County, CA",6059,2022,accidental,Cocaine,35,3151184,1.11,2042,64.8
"Orange County, CA",6059,2022,accidental,Psychostimulants,10,3151184,0.32,2042,64.8
"Orange County, CA",6059,2022,accidental,Unspecified,190,3151184,6.03,2042,64.8
"Orange County, CA",6059,2022,accidental,Heroin,12,3151184,0.38,2042,64.8
"Orange County, CA",6059,2022,accidental,Other opiods,59,3151184,1.87,2042,64.8
"Orange County, CA",6059,2022,accidental,Synthetic opioids,402,3151184,12.76,2042,64.8
"Orange County, CA",6059,2022,accidental,Cocaine,40,3151184,1.27,2042,64.8
"Orange County, CA",6059,2022,accidental,Sedatives,84,3151184,2.67,2042,64.8
"Orange County, CA",6059,2022,accidental,Psychostimulants,328,3151184,10.41,2042,64.8
"Orange County, CA",6059,2022,accidental,Unspecified,482,3151184,15.3,2042,64.8
"Orange County, CA",6059,2022,intentional,Unspecified,10,3151184,0.32,2042,64.8
"Orange County, CA",6059,2022,intentional,Other opiods,14,3151184,0.44,2042,64.8
"Orange County, CA",6059,2022,intentional,Sedatives,11,3151184,0.35,2042,64.8
"Orange County, CA",6059,2022,intentional,Unspecified,44,3151184,1.4,2042,64.8
"Orange County, CA",6059,2023,accidental,Psychostimulants,77,3135755,2.46,1870,59.63
"Orange County, CA",6059,2023,accidental,Unspecified,84,3135755,2.68,1870,59.63
"Orange County, CA",6059,2023,accidental,Other opiods,16,3135755,0.51,1870,59.63
"Orange County, CA",6059,2023,accidental,Synthetic opioids,175,3135755,5.58,1870,59.63
"Orange County, CA",6059,2023,accidental,Cocaine,38,3135755,1.21,1870,59.63
"Orange County, CA",6059,2023,accidental,Unspecified,193,3135755,6.15,1870,59.63
"Orange County, CA",6059,2023,accidental,Heroin,10,3135755,0.32,1870,59.63
"Orange County, CA",6059,2023,accidental,Other opiods,42,3135755,1.34,1870,59.63
"Orange County, CA",6059,2023,accidental,Methadone,11,3135755,0.35,1870,59.63
"Orange County, CA",6059,2023,accidental,Synthetic opioids,357,3135755,11.38,1870,59.63
"Orange County, CA",6059,2023,accidental,Cocaine,29,3135755,0.92,1870,59.63
"Orange County, CA",6059,2023,accidental,Sedatives,61,3135755,1.95,1870,59.63
"Orange County, CA",6059,2023,accidental,Psychostimulants,304,3135755,9.69,1870,59.63
"Orange County, CA",6059,2023,accidental,Unspecified,424,3135755,13.52,1870,59.63
"Orange County, CA",6059,2023,intentional,Sedatives,12,3135755,0.38,1870,59.63
"Orange County, CA",6059,2023,intentional,Unspecified,37,3135755,1.18,1870,59.63
"Placer County, CA",6061,2018,accidental,Psychostimulants,13,393149,3.31,40,10.17
"Placer County, CA",6061,2018,accidental,Unspecified,14,393149,3.56,40,10.17
"Placer County, CA",6061,2018,accidental,Unspecified,13,393149,3.31,40,10.17
"Placer County, CA",6061,2019,accidental,Psychostimulants,16,398329,4.02,70,17.57
"Placer County, CA",6061,2019,accidental,Unspecified,17,398329,4.27,70,17.57
"Placer County, CA",6061,2019,accidental,Unspecified,17,398329,4.27,70,17.57
"Placer County, CA",6061,2019,accidental,Unspecified,20,398329,5.02,70,17.57
"Placer County, CA",6061,2020,accidental,Psychostimulants,12,402950,2.98,106,26.31
"Placer County, CA",6061,2020,accidental,Unspecified,15,402950,3.72,106,26.31
"Placer County, CA",6061,2020,accidental,Synthetic opioids,17,402950,4.22,106,26.31
"Placer County, CA",6061,2020,accidental,Unspecified,23,402950,5.71,106,26.31
"Placer County, CA",6061,2020,accidental,Psychostimulants,15,402950,3.72,106,26.31
"Placer County, CA",6061,2020,accidental,Unspecified,24,402950,5.96,106,26.31
"Placer County, CA",6061,2021,accidental,Psychostimulants,13,412300,3.15,145,35.17
"Placer County, CA",6061,2021,accidental,Unspecified,13,412300,3.15,145,35.17
"Placer County, CA",6061,2021,accidental,Synthetic opioids,17,412300,4.12,145,35.17
"Placer County, CA",6061,2021,accidental,Unspecified,27,412300,6.55,145,35.17
"Placer County, CA",6061,2021,accidental,Synthetic opioids,18,412300,4.37,145,35.17
"Placer County, CA",6061,2021,accidental,Psychostimulants,24,412300,5.82,145,35.17
"Placer County, CA",6061,2021,accidental,Unspecified,33,412300,8.0,145,35.17
"Placer County, CA",6061,2022,accidental,Psychostimulants,17,417772,4.07,165,39.5
"Placer County, CA",6061,2022,accidental,Unspecified,17,417772,4.07,165,39.5
"Placer County, CA",6061,2022,accidental,Synthetic opioids,30,417772,7.18,165,39.5
"Placer County, CA",6061,2022,accidental,Unspecified,36,417772,8.62,165,39.5
"Placer County, CA",6061,2022,accidental,Synthetic opioids,20,417772,4.79,165,39.5
"Placer County, CA",6061,2022,accidental,Psychostimulants,17,417772,4.07,165,39.5
"Placer County, CA",6061,2022,accidental,Unspecified,28,417772,6.7,165,39.5
"Placer County, CA",6061,2023,accidental,Psychostimulants,11,423561,2.6,156,36.83
"Placer County, CA",6061,2023,accidental,Unspecified,13,423561,3.07,156,36.83
"Placer County, CA",6061,2023,accidental,Synthetic opioids,27,423561,6.37,156,36.83
"Placer County, CA",6061,2023,accidental,Unspecified,32,423561,7.55,156,36.83
"Placer County, CA",6061,2023,accidental,Synthetic opioids,23,423561,5.43,156,36.83
"Placer County, CA",6061,2023,accidental,Psychostimulants,21,423561,4.96,156,36.83
"Placer County, CA",6061,2023,accidental,Unspecified,29,423561,6.85,156,36.83
"Riverside County, CA",6065,2018,accidental,Psychostimulants,152,2450758,6.2,782,31.91
"Riverside County, CA",6065,2018,accidental,Unspecified,156,2450758,6.37,782,31.91
"Riverside County, CA",6065,2018,accidental,Heroin,36,2450758,1.47,782,31.91
"Riverside County, CA",6065,2018,accidental,Other opiods,17,2450758,0.69,782,31.91
"Riverside County, CA",6065,2018,accidental,Synthetic opioids,39,2450758,1.59,782,31.91
"Riverside County, CA",6065,2018,accidental,Cocaine,21,2450758,0.86,782,31.91
"Riverside County, CA",6065,2018,accidental,Unspecified,93,2450758,3.79,782,31.91
"Riverside County, CA",6065,2018,accidental,Heroin,31,2450758,1.26,782,31.91
"Riverside County, CA",6065,2018,accidental,Synthetic opioids,18,2450758,0.73,782,31.91
"Riverside County, CA",6065,2018,accidental,Psychostimulants,51,2450758,2.08,782,31.91
"Riverside County, CA",6065,2018,accidental,Unspecified,131,2450758,5.35,782,31.91
"Riverside County, CA",6065,2018,intentional,Unspecified,37,2450758,1.51,782,31.91
"Riverside County, CA",6065,2019,accidental,Psychostimulants,127,2470546,5.14,964,39.02
"Riverside County, CA",6065,2019,accidental,Unspecified,131,2470546,5.3,964,39.02
"Riverside County, CA",6065,2019,accidental,Heroin,30,2470546,1.21,964,39.02
"Riverside County, CA",6065,2019,accidental,Other opiods,16,2470546,0.65,964,39.02
"Riverside County, CA",6065,2019,accidental,Synthetic opioids,84,2470546,3.4,964,39.02
"Riverside County, CA",6065,2019,accidental,Cocaine,33,2470546,1.34,964,39.02
"Riverside County, CA",6065,2019,accidental,Unspecified,136,2470546,5.5,964,39.02
"Riverside County, CA",6065,2019,accidental,Heroin,48,2470546,1.94,964,39.02
"Riverside County, CA",6065,2019,accidental,Other opiods,19,2470546,0.77,964,39.02
"Riverside County, CA",6065,2019,accidental,Synthetic opioids,47,2470546,1.9,964,39.02
"Riverside County, CA",6065,2019,accidental,Cocaine,10,2470546,0.4,964,39.02
"Riverside County, CA",6065,2019,accidental,Sedatives,26,2470546,1.05,964,39.02
"Riverside County, CA",6065,2019,accidental,Psychostimulants,77,2470546,3.12,964,39.02
"Riverside County, CA",6065,2019,accidental,Unspecified,149,2470546,6.03,964,39.02
"Riverside County, CA",6065,2019,intentional,Unspecified,10,2470546,0.4,964,39.02
"Riverside County, CA",6065,2019,intentional,Unspecified,21,2470546,0.85,964,39.02
"Riverside County, CA",6065,2020,accidental,Psychostimulants,204,2489188,8.2,1597,64.16
"Riverside County, CA",6065,2020,accidental,Unspecified,209,2489188,8.4,1597,64.16
"Riverside County, CA",6065,2020,accidental,Heroin,33,2489188,1.33,1597,64.16
"Riverside County, CA",6065,2020,accidental,Other opiods,22,2489188,0.88,1597,64.16
"Riverside County, CA",6065,2020,accidental,Synthetic opioids,152,2489188,6.11,1597,64.16
"Riverside County, CA",6065,2020,accidental,Cocaine,49,2489188,1.97,1597,64.16
"Riverside County, CA",6065,2020,accidental,Unspecified,210,2489188,8.44,1597,64.16
"Riverside County, CA",6065,2020,accidental,Heroin,62,2489188,2.49,1597,64.16
"Riverside County, CA",6065,2020,accidental,Other opiods,32,2489188,1.29,1597,64.16
"Riverside County, CA",6065,2020,accidental,Synthetic opioids,124,2489188,4.98,1597,64.16
"Riverside County, CA",6065,2020,accidental,Cocaine,26,2489188,1.04,1597,64.16
"Riverside County, CA",6065,2020,accidental,Sedatives,49,2489188,1.97,1597,64.16
"Riverside County, CA",6065,2020,accidental,Psychostimulants,151,2489188,6.07,1597,64.16
"Riverside County, CA",6065,2020,accidental,Unspecified,236,2489188,9.48,1597,64.16
"Riverside County, CA",6065,2020,intentional,Other opiods,11,2489188,0.44,1597,64.16
"Riverside County, CA",6065,2020,intentional,Unspecified,27,2489188,1.08,1597,64.16
"Riverside County, CA",6065,2021,accidental,Psychostimulants,233,2458395,9.48,1942,78.99
"Riverside County, CA",6065,2021,accidental,Unspecified,239,2458395,9.72,1942,78.99
"Riverside County, CA",6065,2021,accidental,Heroin,24,2458395,0.98,1942,78.99
"Riverside County, CA",6065,2021,accidental,Other opiods,22,2458395,0.89,1942,78.99
"Riverside County, CA",6065,2021,accidental,Synthetic opioids,192,2458395,7.81,1942,78.99
"Riverside County, CA",6065,2021,accidental,Cocaine,59,2458395,2.4,1942,78.99
"Riverside County, CA",6065,2021,accidental,Unspecified,246,2458395,10.01,1942,78.99
"Riverside County, CA",6065,2021,accidental,Heroin,53,2458395,2.16,1942,78.99
"Riverside County, CA",6065,2021,accidental,Other opiods,31,2458395,1.26,1942,78.99
"Riverside County, CA",6065,2021,accidental,Synthetic opioids,216,2458395,8.79,1942,78.99
"Riverside County, CA",6065,2021,accidental,Cocaine,25,2458395,1.02,1942,78.99
"Riverside County, CA",6065,2021,accidental,Sedatives,52,2458395,2.12,1942,78.99
"Riverside County, CA",6065,2021,accidental,Psychostimulants,213,2458395,8.66,1942,78.99
"Riverside County, CA",6065,2021,accidental,Unspecified,299,2458395,12.16,1942,78.99
"Riverside County, CA",6065,2021,intentional,Other opiods,10,2458395,0.41,1942,78.99
"Riverside County, CA",6065,2021,intentional,Unspecified,28,2458395,1.14,1942,78.99
"Riverside County, CA",6065,2022,accidental,Psychostimulants,202,2473902,8.17,2108,85.21
"Riverside County, CA",6065,2022,accidental,Unspecified,208,2473902,8.41,2108,85.21
"Riverside County, CA",6065,2022,accidental,Heroin,13,2473902,0.53,2108,85.21
"Riverside County, CA",6065,2022,accidental,Other opiods,24,2473902,0.97,2108,85.21
"Riverside County, CA",6065,2022,accidental,Synthetic opioids,196,2473902,7.92,2108,85.21
"Riverside County, CA",6065,2022,accidental,Cocaine,56,2473902,2.26,2108,85.21
"Riverside County, CA",6065,2022,accidental,Unspecified,236,2473902,9.54,2108,85.21
"Riverside County, CA",6065,2022,accidental,Heroin,27,2473902,1.09,2108,85.21
"Riverside County, CA",6065,2022,accidental,Other opiods,27,2473902,1.09,2108,85.21
"Riverside County, CA",6065,2022,accidental,Synthetic opioids,317,2473902,12.81,2108,85.21
"Riverside County, CA",6065,2022,accidental,Cocaine,28,2473902,1.13,2108,85.21
"Riverside County, CA",6065,2022,accidental,Sedatives,54,2473902,2.18,2108,85.21
"Riverside County, CA",6065,2022,accidental,Psychostimulants,313,2473902,12.65,2108,85.21
"Riverside County, CA",6065,2022,accidental,Unspecified,393,2473902,15.89,2108,85.21
"Riverside County, CA",6065,2022,intentional,Unspecified,14,2473902,0.57,2108,85.21
"Riverside County, CA",6065,2023,accidental,Psychostimulants,181,2492442,7.26,2120,85.06
"Riverside County, CA",6065,2023,accidental,Unspecified,183,2492442,7.34,2120,85.06
"Riverside County, CA",6065,2023,accidental,Heroin,10,2492442,0.4,2120,85.06
"Riverside County, CA",6065,2023,accidental,Other opiods,12,2492442,0.48,2120,85.06
"Riverside County, CA",6065,2023,accidental,Synthetic opioids,172,2492442,6.9,2120,85.06
"Riverside County, CA",6065,2023,accidental,Cocaine,57,2492442,2.29,2120,85.06
"Riverside County, CA",6065,2023,accidental,Unspecified,215,2492442,8.63,2120,85.06
"Riverside County, CA",6065,2023,accidental,Heroin,22,2492442,0.88,2120,85.06
"Riverside County, CA",6065,2023,accidental,Other opiods,30,2492442,1.2,2120,85.06
"Riverside County, CA",6065,2023,accidental,Synthetic opioids,369,2492442,14.8,2120,85.06
"Riverside County, CA",6065,2023,accidental,Cocaine,28,2492442,1.12,2120,85.06
"Riverside County, CA",6065,2023,accidental,Sedatives,36,2492442,1.44,2120,85.06
"Riverside County, CA",6065,2023,accidental,Psychostimulants,352,2492442,14.12,2120,85.06
"Riverside County, CA",6065,2023,accidental,Unspecified,433,2492442,17.37,2120,85.06
"Riverside County, CA",6065,2023,intentional,Unspecified,20,2492442,0.8,2120,85.06
"Sacramento County, CA",6067,2018,accidental,Psychostimulants,93,1540975,6.04,419,27.19
"Sacramento County, CA",6067,2018,accidental,Unspecified,95,1540975,6.16,419,27.19
"Sacramento County, CA",6067,2018,accidental,Heroin,13,1540975,0.84,419,27.19
"Sacramento County, CA",6067,2018,accidental,Other opiods,17,1540975,1.1,419,27.19
"Sacramento County, CA",6067,2018,accidental,Synthetic opioids,14,1540975,0.91,419,27.19
"Sacramento County, CA",6067,2018,accidental,Cocaine,25,1540975,1.62,419,27.19
"Sacramento County, CA",6067,2018,accidental,Unspecified,62,1540975,4.02,419,27.19
"Sacramento County, CA",6067,2018,accidental,Psychostimulants,15,1540975,0.97,419,27.19
"Sacramento County, CA",6067,2018,accidental,Unspecified,66,1540975,4.28,419,27.19
"Sacramento County, CA",6067,2018,intentional,Unspecified,19,1540975,1.23,419,27.19
"Sacramento County, CA",6067,2019,accidental,Psychostimulants,122,1552058,7.86,609,39.24
"Sacramento County, CA",6067,2019,accidental,Unspecified,125,1552058,8.05,609,39.24
"Sacramento County, CA",6067,2019,accidental,Other opiods,20,1552058,1.29,609,39.24
"Sacramento County, CA",6067,2019,accidental,Synthetic opioids,24,1552058,1.55,609,39.24
"Sacramento County, CA",6067,2019,accidental,Cocaine,26,1552058,1.68,609,39.24
"Sacramento County, CA",6067,2019,accidental,Unspecified,68,1552058,4.38,609,39.24
"Sacramento County, CA",6067,2019,accidental,Heroin,22,1552058,1.42,609,39.24
"Sacramento County, CA",6067,2019,accidental,Other opiods,20,1552058,1.29,609,39.24
"Sacramento County, CA",6067,2019,accidental,Synthetic opioids,14,1552058,0.9,609,39.24
"Sacramento County, CA",6067,2019,accidental,Sedatives,12,1552058,0.77,609,39.24
"Sacramento County, CA",6067,2019,accidental,Psychostimulants,47,1552058,3.03,609,39.24
"Sacramento County, CA",6067,2019,accidental,Unspecified,97,1552058,6.25,609,39.24
"Sacramento County, CA",6067,2019,intentional,Unspecified,12,1552058,0.77,609,39.24
"Sacramento County, CA",6067,2020,accidental,Psychostimulants,112,1559146,7.18,569,36.49
"Sacramento County, CA",6067,2020,accidental,Unspecified,114,1559146,7.31,569,36.49
"Sacramento County, CA",6067,2020,accidental,Heroin,13,1559146,0.83,569,36.49
"Sacramento County, CA",6067,2020,accidental,Other opiods,12,1559146,0.77,569,36.49
"Sacramento County, CA",6067,2020,accidental,Synthetic opioids,33,1559146,2.12,569,36.49
"Sacramento County, CA",6067,2020,accidental,Cocaine,24,1559146,1.54,569,36.49
"Sacramento County, CA",6067,2020,accidental,Unspecified,72,1559146,4.62,569,36.49
"Sacramento County, CA",6067,2020,accidental,Heroin,13,1559146,0.83,569,36.49
"Sacramento County, CA",6067,2020,accidental,Other opiods,17,1559146,1.09,569,36.49
"Sacramento County, CA",6067,2020,accidental,Synthetic opioids,22,1559146,1.41,569,36.49
"Sacramento County, CA",6067,2020,accidental,Sedatives,13,1559146,0.83,569,36.49
"Sacramento County, CA",6067,2020,accidental,Psychostimulants,36,1559146,2.31,569,36.49
"Sacramento County, CA",6067,2020,accidental,Unspecified,77,1559146,4.94,569,36.49
"Sacramento County, CA",6067,2020,intentional,Unspecified,11,1559146,0.71,569,36.49
"Sacramento County, CA",6067,2021,accidental,Psychostimulants,143,1588921,9.0,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Unspecified,148,1588921,9.31,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Heroin,14,1588921,0.88,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Other opiods,18,1588921,1.13,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Synthetic opioids,65,1588921,4.09,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Cocaine,30,1588921,1.89,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Unspecified,103,1588921,6.48,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Heroin,20,1588921,1.26,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Other opiods,42,1588921,2.64,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Methadone,14,1588921,0.88,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Synthetic opioids,88,1588921,5.54,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Cocaine,21,1588921,1.32,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Sedatives,31,1588921,1.95,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Psychostimulants,98,1588921,6.17,1072,67.47
"Sacramento County, CA",6067,2021,accidental,Unspecified,214,1588921,13.47,1072,67.47
"Sacramento County, CA",6067,2021,intentional,Unspecified,13,1588921,0.82,1072,67.47
"Sacramento County, CA",6067,2021,undetermined,Unspecified,10,1588921,0.63,1072,67.47
"Sacramento County, CA",6067,2022,accidental,Psychostimulants,193,1584169,12.18,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Unspecified,195,1584169,12.31,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Other opiods,13,1584169,0.82,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Synthetic opioids,96,1584169,6.06,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Cocaine,39,1584169,2.46,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Unspecified,127,1584169,8.02,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Heroin,17,1584169,1.07,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Other opiods,20,1584169,1.26,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Methadone,11,1584169,0.69,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Synthetic opioids,100,1584169,6.31,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Cocaine,13,1584169,0.82,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Sedatives,30,1584169,1.89,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Psychostimulants,97,1584169,6.12,1169,73.79
"Sacramento County, CA",6067,2022,accidental,Unspecified,199,1584169,12.56,1169,73.79
"Sacramento County, CA",6067,2022,intentional,Unspecified,19,1584169,1.2,1169,73.79
"Sacramento County, CA",6067,2023,accidental,Psychostimulants,162,1584288,10.23,1344,84.83
"Sacramento County, CA",6067,2023,accidental,Unspecified,164,1584288,10.35,1344,84.83
"Sacramento County, CA",6067,2023,accidental,Synthetic opioids,125,1584288,7.89,1344,84.83
"Sacramento County, CA",6067,2023,accidental,Cocaine,60,1584288,3.79,1344,84.83
"Sacramento County, CA",6067,2023,accidental,Unspecified,173,1584288,10.92,1344,84.83
"Sacramento County, CA",6067,2023,accidental,Other opiods,15,1584288,0.95,1344,84.83
"Sacramento County, CA",6067,2023,accidental,Synthetic opioids,177,1584288,11.17,1344,84.83
"Sacramento County, CA",6067,2023,accidental,Sedatives,17,1584288,1.07,1344,84.83
"Sacramento County, CA",6067,2023,accidental,Psychostimulants,177,1584288,11.17,1344,84.83
"Sacramento County, CA",6067,2023,accidental,Unspecified,274,1584288,17.29,1344,84.83
"San Benito County, CA",6069,2023,accidental,Synthetic opioids,11,68175,16.13,35,51.34
"San Benito County, CA",6069,2023,accidental,Psychostimulants,11,68175,16.13,35,51.34
"San Benito County, CA",6069,2023,accidental,Unspecified,13,68175,19.07,35,51.34
"San Bernardino County, CA",6071,2018,accidental,Psychostimulants,102,2171603,4.7,512,23.58
"San Bernardino County, CA",6071,2018,accidental,Unspecified,105,2171603,4.84,512,23.58
"San Bernardino County, CA",6071,2018,accidental,Heroin,19,2171603,0.87,512,23.58
"San Bernardino County, CA",6071,2018,accidental,Synthetic opioids,21,2171603,0.97,512,23.58
"San Bernardino County, CA",6071,2018,accidental,Cocaine,21,2171603,0.97,512,23.58
"San Bernardino County, CA",6071,2018,accidental,Unspecified,64,2171603,2.95,512,23.58
"San Bernardino County, CA",6071,2018,accidental,Heroin,30,2171603,1.38,512,23.58
"San Bernardino County, CA",6071,2018,accidental,Synthetic opioids,10,2171603,0.46,512,23.58
"San Bernardino County, CA",6071,2018,accidental,Psychostimulants,42,2171603,1.93,512,23.58
"San Bernardino County, CA",6071,2018,accidental,Unspecified,87,2171603,4.01,512,23.58
"San Bernardino County, CA",6071,2018,intentional,Unspecified,11,2171603,0.51,512,23.58
"San Bernardino County, CA",6071,2019,accidental,Psychostimulants,74,2180085,3.39,469,21.51
"San Bernardino County, CA",6071,2019,accidental,Unspecified,78,2180085,3.58,469,21.51
"San Bernardino County, CA",6071,2019,accidental,Heroin,21,2180085,0.96,469,21.51
"San Bernardino County, CA",6071,2019,accidental,Other opiods,11,2180085,0.5,469,21.51
"San Bernardino County, CA",6071,2019,accidental,Synthetic opioids,48,2180085,2.2,469,21.51
"San Bernardino County, CA",6071,2019,accidental,Cocaine,13,2180085,0.6,469,21.51
"San Bernardino County, CA",6071,2019,accidental,Unspecified,82,2180085,3.76,469,21.51
"San Bernardino County, CA",6071,2019,accidental,Heroin,13,2180085,0.6,469,21.51
"San Bernardino County, CA",6071,2019,accidental,Synthetic opioids,17,2180085,0.78,469,21.51
"San Bernardino County, CA",6071,2019,accidental,Psychostimulants,35,2180085,1.61,469,21.51
"San Bernardino County, CA",6071,2019,accidental,Unspecified,64,2180085,2.94,469,21.51
"San Bernardino County, CA",6071,2019,intentional,Unspecified,13,2180085,0.6,469,21.51
"San Bernardino County, CA",6071,2020,accidental,Psychostimulants,145,2189183,6.62,1079,49.29
"San Bernardino County, CA",6071,2020,accidental,Unspecified,151,2189183,6.9,1079,49.29
"San Bernardino County, CA",6071,2020,accidental,Heroin,20,2189183,0.91,1079,49.29
"San Bernardino County, CA",6071,2020,accidental,Other opiods,10,2189183,0.46,1079,49.29
"San Bernardino County, CA",6071,2020,accidental,Synthetic opioids,158,2189183,7.22,1079,49.29
"San Bernardino County, CA",6071,2020,accidental,Cocaine,32,2189183,1.46,1079,49.29
"San Bernardino County, CA",6071,2020,accidental,Unspecified,185,2189183,8.45,1079,49.29
"San Bernardino County, CA",6071,2020,accidental,Heroin,40,2189183,1.83,1079,49.29
"San Bernardino County, CA",6071,2020,accidental,Synthetic opioids,69,2189183,3.15,1079,49.29
"San Bernardino County, CA",6071,2020,accidental,Sedatives,10,2189183,0.46,1079,49.29
"San Bernardino County, CA",6071,2020,accidental,Psychostimulants,97,2189183,4.43,1079,49.29
